Máy thiết kế đẹp\nMàn hình HD mịn, sắc nét (màn hình 4,3\-->mật độ điểm ảnh cao hơn)\nVi xử lý lõi kép tốc độ 1,,,,,,,,,,,,,,,,,
gia ca phai chang, nho gon, tien dung.\n,,,,,,,,,,,,,,,,,
dễ sử dụng,giá cả bình dân\n,,,,,,,,,,,,,,,,,,
kiểu dáng,động cơ tốt\n,,,,,,,,,,,,,,,,,,
rẻ nhưng nhiều chức năng, phù hợp với các bạn sinh viên\n,,,,,,,,,,,,,,,,,,
Cảm ứng nhạy, nhiều úng dụng\n,,,,,,,,,,,,,,,,,,
thiết kế đẹp\nmáy chắc chắn\ncấu hình đẹp\n,,,,,,,,,,,,,,,,,,,
Giá hợp lý\n- Mà hình rộng\n- Cảm ứng nhanh, nhạy\n- Lâu hết pin\n- Lướt web nhanh\n- Nhiều ứng dụng\n,,,,,,,,,,,,,,,,,,
- Thiết kế đẹp, màu sắc và giao diện đẹp\n- Chụp ảnh đẹp\n,,,,,,,,,,,,,,,,,,
Bàn phím của máy được thiết kế một cách đơn giản nhưng rất hợp lý\nVề tính năng giải trí, Nokia 6300 được trang bị phần mềm chơi nhạc MP3 , bắt sóng FM và lưu nội dung từ đài FM vào máy. Bộ nhớ trong của 6300 chỉ đạt 7.8 MB. Tuy nhiên, bạn có thể mở rộng bằng thẻ nhớ microSD 2 GB.\nMáy ảnh 2 Megapixel giúp người dùng chụp được những bức ảnh số đẹp qua khung ngắm là màn hình QVGA 2 inch.\nThiết kế hiện đại gọn nhẹ với vỏ ngoài bằng thép không rỉ tinh xảo, chất liệu hoàn thiện màu đen bóng và các đường viền cong\n,,,,,,,,,,,,,,,
pin khỏe\ndùng tốt\nchụp ảnh hay\n,,,,,,,,,,,,,,,,,,,
NFC, tự động tắt nếu úp lại,,,,,,,,,,,,,,,,,,
đẹp hợp thời trang, thích hợp vs chị em phụ nữ\n,,,,,,,,,,,,,,,,,,
Hao ít xăng, xe khá khỏe, sử dụng dễ dàng, trơn tru, nội thất khá tốt,không gian xe cũng thoải mái\n,,,,,,,,,,,,,,
-Pin để nghe nhạc thoại mái, chờ thì càng lâu.\n-Lướt web, giải trí : Tốt, không gặp trở ngại, Nếu muôn thêm ứng dụng thì mọi người cứ down ở http://store.ovi.com/ rất nhiều cái miễn phí.\n-Giao Diện: bạn có thể thay đổi giao diện của nó thành nhiều giao diện khác bằng cách tải miễn phí từ trang :http://store.ovi.com .(nên tải bằng máy tính thông qua chương trình suite nokia có ngay trên trang đó luôn).\n-Nghe Nhac: có vẻ là êm dịu đúng chất nokia\n,,,,,,,,,,,,,,,
thiết kế ấn tượng, màn hình ok\n,,,,,,,,,,,,,,,,,,
ZTE là thương hiệu khá\n,,,,,,,,,,,,,,,,,,,
Dễ dàng cài đặt email, game, ứng dụng\nCảm ứng khá mượt\n,,,,,,,,,,,,,,,,,
Xe khá đẹp và ăn khách theo thời gian.Không bao giờ lỗi thời.Động cơ mạnh,bề ngoài nhìn rất sang trọng\n,,,,,,,,,,,,,,,,,,
máy nhiều tính năng giải trí rất tốt,giá cả phải chăng hợp lý\n,,,,,,,,,,,,,,,,,,
- Máy chạy khá mượt và êm với chip đơn 1.4 GHz ram 512 về cơ bản đáp ứng được các nhu cầu từ thấp đến cao\n- thiết kế đẹp: máy thiết kế cong tạo cảm giác sang trọng\n- Camera 8.0 với đèn flash tự động cân chỉnh cho hình anh tương đối sắc nét không thua kém gì nhiều máy ảnh. nút cứng chụp ảnh tiện dụng\n- Màn hình máy 4.2 ích nhưng không quá to rất hữu ích cho các hoạt động chơi game đọc báo\n,,,,,,,,,,,,,,,,,,,
kiễu đáng đẹp giá rẽ\n,,,,,,,,,,,,,,,,,,,
Bộ xử lý tốc độ nhanh (1GHz), màn hình 4-inch hiển thị Super AMOLED, độ phân giải cao\nmáy ảnh 5.0 tốt, hỗ trợ quay video 720p, giao diện menu chính trực quan, sở hữu bộ nhớ 16GB (2GB dành riêng cho các ứng dụng), Hỗ trợ cuộc gọi video\n- Xử lý nhanh & mượt khi chơi Game, cấu hình tốt\n- Camera 5.0, chụp ảnh đẹp, quay phim HD\n-lướt web nhanh\n,,,,,,,,,,
kieu dang dep,sang trong (diem 10 ve thieu ke) ,may anh net 8mp .man hinh cam ung rong + nghe nhac chuan? von la diem manh cua sony\n,,,,,,,,,,,,,,,,,
Giá rẻ, nhỏ gọn, có cả chức năng chụp ảnh và nhạc chuông đa âm. Pin dùng khá lâu, một tuần thậm chí lâu hơn không cần phải để ý đến vấn đề sạc.\n,,,,,,,,,,,,,,,,
thiết kế nội thất gọn gàng, kiểu dáng đẹp\n,,,,,,,,,,,,,,,,,,
+ Thiết kế nguyên khối đẹp và cứng cáp\n+ Bộ xử lý dual-core nên xử lý nhanh\n+ Màn hình sáng , đẹp và chi tiết\n+ Chụp ảnh và quay phim tốt\n+ Bộ đèn LED phía dưới máy đổi màu theo hình ảnh , âm nhạc ... nhìn rất đẹp\n+ Nghe nhạc hay và rõ nhờ công nghệ Clear Audio\n+ Pin xài tốt\n,,,,,,,,,,,,,,,,,
Màn hình Rentina siêu nét\nChip A6X hiệu năng cao\nCamera iSight cùng camera FaceTime HD cho chất lượng hình ảnh đẹp\niOS với các ứng dụng hỗ trợ người dùng cực tốt\nCổng Lightning đơn giản, dễ sử dụng\nPin 10 giờ\n,,,,,,,,,,,,,,,,,,
Máy mỏng , phù hợp với những ai thường xuyên đi xa, Asus Zenbook mang một vẻ đẹp tuyệt vời , pin dùng lâu\n,,,,,,,,,,,,,,,,
trước hết là nói đến giá cực rẽ (giá này có thể chấp nhận đối với sinh viên như mình).\nbàn phím qweity, kiểu dáng khá sang trọng + màn hình rộng (xài cái này nhìn khá là phong cách)\ntích hợp thẻ nhớ lên tới 16g (có thể lưu trữ được tất cả những gì quang trọng trong công việc).\n,,,,,,,,,,,,,,,,,,
Thiết kế đẹp, màn hình cảm ứng to, cảm ứng mượt, chụp ảnh nhìn rõ vì màn hình to, giá thành phải chăng so với các loại cảm ứng.\n,,,,,,,,,,,,,,,
bền, tiện dụng, thời trang, nhiều ứng dụng và có cộng đồng chia sẽ lớn\n,,,,,,,,,,,,,,,,
Dễ sử dụng, Pin bền, các tính năng và các phím chức năng nhẹ,tốt\n,,,,,,,,,,,,,,,,
Máy chạy rất mát, thiết kế nhìn rất đẹp, màn hình hiển thị rất rõ nét, giá cả phù hợp mới mọi đối tượng\n,,,,,,,,,,,,,,,,
Sử dụng chip xử lý lõi kép.\nCó kết nối 3G\nGọi điện thoại và nhắn tin giống điện thoại\nChạy Android 4.0\nCó khe gắn thẻ nhớ mở rộng\n,,,,,,,,,,,,,,,,,,,
Từ ngày mua máy, nó đã giúp ích cho mình rất nhiều bởi máy có nhiều tính năng đặc biệt,tốc độ cũng cao,nói chung là ok!\n,,,,,,,,,,,,,,,,
dung ben vao mang nhanh\n,,,,,,,,,,,,,,,,,,,
pin máy rất ổn.gọi là khỏe so với các dòng cảm ứng như 5530,5800\n,,,,,,,,,,,,,,,,,,
- 39 điểm lấy nét của d7000 thực sự ko xài hết. khi chụp em vẫn chuyển mode 11 điểm để chuyển điểm cho lẹ thôi.\n- body d7k có những nút để set rất nhanh như bù trừ sáng cho flash mà ko cần vào menu,..\n- 2 thẻ nhớ để lưu trữ và back up khá nhanh\n- lưu được 9 picture style để vọc tone màu\n- lens normal giá rẻ khá hay như 35 18 và 35 f2d\n- chế độ lấy nét 39 điểm thể hiện rõ sức mạnh khi chụp thể thao và vật chuyển động.,,,,,,,,,,,,,,,,,,
Thiết kế mẫu mã rất đẹp và sang trọng\n- màn hình độ nét cao\n- cảm ứng đa điểm cực nhạy\n- camera chụp hình rõ nét\n- kho ứng dụng vô số tha hồ tải ứng dụng và chơi game thỏa thích\n- lướt web cực nhanh, như trên 1 máy vi tính.\n- cùng nhiều tính năng thông minh rất hữu ích\n,,,,,,,,,,,,,,,,,,
-thiet ke hoan hao voi mau trang sang trong\n-cameda 8. man hinh 16m mau Độ phân giải màn hình480 x 800pixels cung\nBộ xử lý đồ hoạ Mali-400MP lam cho anh chup cua may co chat luong rat tot\n-bo vi su ly + ram 1G phu hop cho toc do hoat dong cao\n,,,,,,,,,,,,,,,,,,,
không có gì phải bàn, máy rất đẹp\n,,,,,,,,,,,,,,,,,,
cảm ứng nhạy..lướt mượt mà..hình ảnh cho tốt..\n,,,,,,,,,,,,,,,,,,,
HĐH phổ thông. Màn hình lớn, chất lượng\n,,,,,,,,,,,,,,,,,,
Tải các ứng dụng dễ dàng\n,,,,,,,,,,,,,,,,,,,
Chiếc điện thoại này có thể quay video và chụp ảnh cực kỳ tốt, mình rất thích việc bức ảnh của mình được đồng bộ lên đám mây, tất cả những bức ảnh đều được gặp thẻ địa lý (ghi lại vị trí chính xác nơi bạn đã chụp một bức ảnh, thường là bằng cách sử dụng GPS) điều này rất tuyệt vời với bản thận mình. Nếu bạn không muốn mang theo muột chiếc máy ảnh SLR nặng nề trong những chuyến du lịch thì thiết bị này là một lựa chọn, một chiế điện thoại hoàn hảo được trang bị camera hoàn hảo.\nMột thứ không được quảng cáo trên phương tiện truyền thông đó là thông tin về âm thanh, ghi âm và cổng xuất tín hiệu của chiếc điện thoại này, tất cả mọi thứ, chiếc điện thoại này đã đi trước những điện thoại của hãng khác.\n,,,,,,,,,,,,
dáng đẹp hơn so với galaxy s2, tính năng chụp hình vượt trội như HDR, chụp nhiều tấm và lựa ra tấm đẹp nhất.\ncác ứng dụng thông minh trên nền bộ xử lý 4 nhân cùng màn hình 4,8 inch Super AMOLED rực rỡ.\nPhong cách thiết kế của S III khác biệt hoàn toàn với S II, kiểu bo tròn các góc cũng “mạnh tay” hơn trông giống với vẻ ngoài của Samsung Galaxy Nexus. Mặc dù theo Samsung thì mặt sau được phủ 3 lớp polycarbonate chất lượng cao bóng loáng nhưng thiết kế lại khá nhàm chán, nhất là ở phiên bản màu xanh.\n,,,,,,,,,,,,,,
Chịu va đập tốt,chống thấm tuyệt đối nếu đóng tất cả các khoá,cảm ứng nhận tốt cả khi đeo găng tay\n,,,,,,,,,,,,,,,,,
Thiết kế của Sony thực sự khác biết với các sm khác, thay vì cứ hao hao giống iphone, Sony thể hiện đẳng cấp khác, nhất là thân máy cong, cầm rất chắc tay và có cảm giác rất thích. màn hình rất mịn và nét, tốc độ khá, bạn có thể chọn thêm bản nâng cấp nếu có đk. Giá có hơi cao chút nhưng về chất lượng của sản phẩm + thương hiện thì có thể nói chấp nhận được\n,,,,,,,,,,,,,
Màu sặc rực rỡ\nGiao diện đẹp\nCamera 3,2 chụp ảnh nét\nCó 3G , xử lí Java tốt,ứng dụng nhiều\n,,,,,,,,,,,,,,,,
nhiều tính năng hữu dụng bổ ích tiện lợi\n,,,,,,,,,,,,,,,,,,,
Rất vừa tay với người Việt Nam, cầm chắc. Thiết kế đẹp nhất của điện thoại hiện nay, ứng dụng vô cùng phong phú, phần mềm dễ sử dụng, ai biết cách vọc iphone thì up và down software cũng sướng.\n- Màn hình mịn màng,\n- Cảm ứng siêu nhạy và siêu mượt, phải khẳng định chưa điện thoại nào đạt bằng, chưa nói là vượt được iphone về mặt cảm ứng.\n- Thương hiệu lớn, chất lượng sản phẩm rất ổn. Rất ít lỗi.\n,,,,,,,,,,,
P629 là model mới nằm trong bộ sưu tập các sản phẩm pin lâu của điện thoại di động Lenovo.Với thiết kế dạng thanh mạnh mẽ, màu đen tinh tế và vỏ ngoài bằng hợp kim thép.Tính năng đầu tiên cần được nhắc đến của P629 là thời gian chờ lên đến gần 1 tháng và khả năng hỗ trợ 2 sim o­nline.\n\n\nĐáng chú ý nhất là máy có tính năng hỗ trợ nghe nhạc qua kết nối với Bluetooth với âm thanh 3 chiều. P629 sử dụng tai nghe với jack cắm 3.5mm, thuận tiện kết nối với loa ngoài cho các buổi picnic hoặc tiệc nhỏ.\n\nĐể giải quyết vấn đề bất tiện khi đổi từ máy này sang máy khác , chế độ sao lưu danh bạ vào thẻ nhớ giúp bạn không còn phiền muộn khi số điện thoại trong danh bạ càng ngày càng nhiều, vượt quá sức chứa của SIM card hoặc bộ nhớ máy (bộ nhớ máy P629 lưu được 2000 số)\n\nKhi bạn để máy ở nhà, nếu kẻ trộm vào và sử dụng máy của bạn, chức năng chống trộm nếu được kích hoạt, sẽ tự động báo đến 5 số mà bạn cài trước để bạn có thể xử lý\nBạn sẽ ngạc nhiên khi sử dụng P629 để điều khiển các thiết bị...\n,,,,,,,,,,,,
- Thiết kế đẹp\n- Màn hình 4,2 inch hiển thị tốt\n- Camera 8 Megapixel chụp ảnh tốt\n- Hỗ trợ cổng HDMI\n- Giao diện dễ sử dụng\n,,,,,,,,,,,,,,,,,,
- Thiết kế đẹp, nhìn sang trọng\n- Đầy đủ chức năng nghe gọi, giải trí\n- Màn hình đẹp, cảm ứng tốt\n- màn hình lớn, lướt web thoải mái\n,,,,,,,,,,,,,,,
thon,gon,nhe, de dang cam theo, hop voi lua tuoi teen, don gian de su dung, gia thanh re, rat hop voi tui tien cua gioi tre\n,,,,,,,,,,,,
Tốt bền lâu hỏng. Màn hình sáng bóng\n,,,,,,,,,,,,,,,,,,,
thiết kế sang trọng,,,,,,,,,,,,,,,,,,,
chất lượng tốt, giá cạnh tranh hơn ắc quy cùng công suất khác\n,,,,,,,,,,,,,,,,,,
sang trọng,thanh lịch,giao diện tốt,hình ảnh đẹp,âm thanh rõ và tốt...\n,,,,,,,,,,,,,,,
may dep va tot noi chung do la hang chinh hang\n,,,,,,,,,,,,,,,,,,,
Ghet nen mua s16 rau\n,,,,,,,,,,,,,,,,,,,
"Chạy mượt mà mọi ứng dụng \nặng ký\"" nhất",,,,,,,,,,,,,,,,,,,
Kiểu dáng đẹp, sang trọng.\nMàn hình lớn, sắc nét.\nBộ vi xử lý mạnh mẽ.\nHỗ trợ nhiều ứng dụng văn phòng.\nCamera chụp ảnh và quay phim tốt.\nĐầy đủ kết nối.\n,,,,,,,,,,,,,,,,,
Có nhiều màu để chọn\nMàu chụp sắc nét\n,,,,,,,,,,,,,,,,,,,
nhiều tính năng nổi bật về java\nbàn phím nổi dễ ấn\nmàn hình rộng\ndễ sử dụng\n,,,,,,,,,,,,,,,,,,,
hệ điều hành windows phone mới lạ cảm ứng mượt mà, chụp hình good, pin xài như vậy là good rồi\n-Lumia 920 là khả năng sạc không dây. Pin máy dung lượng 2.100 mAh đáp ứng tốt nhu cầu sử dụng của người dùng.\n-Lumia 920 còn sử dụng công nghệ màn hình mới với tên gọi PureMotion HD+ hiển thị sắc nét cũng như khả năng chạm mượt mà thậm chí ngay cả khi bạn đeo găng tay\n,,,,,,,,,,,,,,,,,
: - Thiết kế thông minh\n- Ứng dụng tốc độ và hiệu xuất cao\n- Những chiếc điện thoại iPhone 5S đem đến cho bạn một chiếc camera hoàn thiện rất nhiều so với iPhone 5. Những bức ảnh sắc nét, chất lượng cao, sống động và chân thực nhất sẽ là điều trong tầm tay của bạn. Nhiều lần trong các sự kiện iPhone, Apple đã chỉ ra những ưu điểm của cả phần cứng và phần mềm, kết hợp chúng để có lợi thế tốt nhất của chúng. Tính năng máy ảnh của iPhone là một trong những ví dụ tốt nhất về sự kết hợp này.\n- Một bộ cảm biến dấu vân tay tiện lợi giúp bạn cảm thấy an toàn và yên tâm. Nó là một máy quét điện dung được tích hợp vào nút Home.\n- Và một CPU thế hệ tiếp theo và chip chuyển động theo dõi. Bộ ứng dụng iWork miễn phí.\n- Apple cho hay rằng 5S có tuổi thọ pin bằng hoặc lớn hơn so với iPhone 5. Cụ thể, hãng đã cho biết iPhone 5S có thể đáp ứng được cho bạn 10 giờ kết nối 3G, 10 giờ LTE hay duyệt web Wi-fi, hoặc 250 giờ trong thời gian chờ. So sánh với iPhone 5 khi đã được phát hành: 8 giờ kết...\n,,,,,,,,,,,,
-Giá rẻ\n-Thiết kế đẹp\n-Thương hiệu HP\n,,,,,,,,,,,,,,,,,,,
Nhỏ, gọn, rẻ tiền\n,,,,,,,,,,,,,,,,,
thiết kế khá ổn, màn hình lớn, lại tích hợp đèn màn hình khá tốt. vấn đề cảm ứng thì khỏi bàn. Có thể nói là dòng tốt nhất so với các anh em trong NOKIA.\n,,,,,,,,,,,,,,,,,
chụp ảnh rất đẹp\n,,,,,,,,,,,,,,,,,,,
kieu dang manh me,gia re,2sim\n,,,,,,,,,,,,,,,,,
Màn hình sắc nét, màu sắc mịn. Có bộ vi sử lý hai lõi 1 GHZ tốc độ nhanh. Thiết kế đẹp, lạ mắt. Camera chất lượng khá tốt.\n,,,,,,,,,,,,,,,,,
Giá rẻ\nĐẹp\nNhãn hiệu nổi tiếng\nChat luong ok\nĐộ bền cao\n,,,,,,,,,,,,,,,,,,,
- Đúng như barcelona_tuntun nhận xét, nó là một siêu điện thoại của Sony\n- Cấu hình khủng, thiết kế cực đẹp\n- Cầm chắc tay, màn hình 5\ full HD,,,,,,,,,,,,,,,,
Giá thành rẻ\n,,,,,,,,,,,,,,,,,,,
KIỂU DÁNG ĐẸP\n,,,,,,,,,,,,,,,,,,,
Bold 9790 được trang bị một bộ Vi xử lý khác, và khả năng chơi Video dịnh dạng HD là điều đầu tiên mà chiếc điện thoại này không làm được. Để bù vào sự thiếu sót này, 9790 có lẽ là mẫu điện thoại có Camera tốt nhất của BlackBerry hiện tại. Cả kích thước màn hình và độ phân giải đều được cắt giảm đôi chút, nhưng điều tuyệt vời nhất là, về mặt ngoại hình, Bold 9790không hề kém cạnh so với 9900, song lại có một mức giá dễ chịu hơn.\n\nBây giờ, Bold 9790 chỉ đơn thuần là sự tiếp nối của các dòng điện thoại đi trước. Nó không có những tính năng cao cấp hay đột phá, nhưng có lẽ nó sẽ là một sự thay thế tiềm năng cho Bold 9790 sau 1 năm trình làng.\n,,,,,,,,,,,
- Pin khỏe xài liên tục tầm 4 tiếng\n- Chip I3 chạy khá mượt,xử lý đồ họa AI, core, CS 6 khi render ảnh không giật nhanh nhờ Intel HD graphics 4000\n- Không nóng, bộ tản nhiệt tốt\n- Kiểu dáng đẹp, thiết kế cực kì bắt mắt\n- Dung lượng ổ cứng lớn, xem bluray 1080 cực nét, loa ấm\n- Bảo hành lâu 2 năm\n,,,,,,,,,,,,
nhin chung cac tinh nang neu ra deu ok... con nhuoc diem cung phai qua su dung moi biet... nhung theo to thi ok lam do...!\n,,,,,,,,,,,,,,,,,,,
Galaxy S3 mini Cấu hình khá tốt, sử dụng hệ điều hành mới của google JB, samsung Màn hình Super Amoled sắc nét hiển thị đẹp, thiết kế nhỏ gọn mang phong cách siêu phẩm Galaxy S3, với màn hình 4' khá rộng, bắt wifi tốt, tốc độ 3g cao, pin mức khá\n- kiểm tra rất kĩ trước khi mua hàng\n- đừng mua hàng của Nhật Cường để lại bị thiệt hại giống như tôi.\n,,,,,,,,,,,,
Vừa túi tiền\ncác chức năng rất tốt,\nđộ phân giải màng hình lớn nên hình anh hiển thị xem rất đẹp,\nchơi game đẹp mắt\nCamera có độ phân giải lớn, cho hình rất đẹp, phù hợp cho những bạn thick chụp hình:)\ncác ứng dụng rất tiện lợi\n,,,,,,,,,,,,,,,
wifi mạnh, cảm ứng nhạy, máy chạy khá mượt\n,,,,,,,,,,,,,,,,,
thay cho phải dùng 2 tay 2 súng nên tiện cho việc sử dụng. chất lượng nghe nhac tốt, có đèn pin nên đi đêm thoải mái luôn, giắc tai nghe 3.5 nên có thể cho ra loa to đập okmen.nhiều trò chơi. chịu được va đập mạnh\n,,,,,,,,,,,,,,,,,
Xe rất cứng, nhìn mạnh mẽ, chạy đường trường rất ok\n,,,,,,,,,,,,,,,,,
1) Kiểu dáng hiện đại thích hợp cho người cao trên 1,7m\n2) Cốp rộng đủ đặt 2 nón bảo hiểm.\n3) Chìa khóa xe tích hợp mở cốp, báo vị trí xe tiện lợi.\n4) Dàn đèn xanh phía trước xe đẹp mắt.\n5) Xe chạy đường dài êm.\n6) Linh kiện thông dụng và dễ thay thế, giá linh kiện rẻ.\n,,,,,,,,,,,,,,,,
Điện thoại loại tốt,đầy đủ tính năng,như nghe gọi kết nối GPRS,vừa là công cụ hữu ích cho công việc và giải trí\n,,,,,,,,,,,,,,,,
Màn hình gương cả mặt trước và sau.\nChíp Snapdragon 4 nhân.\nRam 2gb.\nChụp hình tới 13Megapixel.\n,,,,,,,,,,,,,,,,,,,
đẹp, tao nhã và thuần khiết màu sắc trong sáng nhưng cũng huyền bí\n,,,,,,,,,,,,,,,,,,
Nói chung là đẹp, màu trắng kết hợp với vỏ bóng ko thấy dấu vân tay...Cấu hình tạm ổn. Giá tiền hợp lý cho ai có nhu cầu tầm trung.\n,,,,,,,,,,,,,,,,,,
- Tốc độ của máy rất nhanh, mở tài liệu, mở các mục đều rất nhanh.\n- Hình ảnh hiển thị đẹp, có độ sâu và nét.\n- Bàn phím bấm rất êm và nhạy, dù phím bấm bé nhưng dễ bấm, ít bị nhầm.\n- Danh bạ điện thoại có thể sao lưu sang thẻ nhớ, rất an toàn.\n- Phím quang học rất nhanh và nhạy.\n- Chuyển đổi giữa hai sim rất nhanh.\n,,,,,,,,,,,,,
Giá thành cũng hợp với túi tiền của những người thu nhập không cao.\nHàng Samsung thì dùng cũng bền so với các hàng khác\n,,,,,,,,,,,,,,,,,,,
giá phải chăng\ncó độ phân giải cao\nđộ nét cao\n,,,,,,,,,,,,,,,,,,,
do honda sản xuất nen về độ hao xăng hay máy kêu thi k phải phàn nàn..\n,,,,,,,,,,,,,,,,,,,
màu sắc rõ nét\n,,,,,,,,,,,,,,,,,,,
mẫu mã mới cho dòng xe sedan.\ncách âm tốt, chạy rất đằm.\nhệ thống thắng 4 đĩa\ndài và rộng hơn so với dòng sedan cùng cấp\ngiá thành tốt so với dòng cùng cấp\n,,,,,,,,,,,,,,,,,,
kiểu dáng tương đối bắt mắt. màn hình amoled sáng và màu rất đẹp kể cả ra nắng. camera chụp rất tốt trong điều kiện đủ ánh sáng. kết nối 3g tốc độ 7.2\n,,,,,,,,,,,,,,,,,,,
- độ phân giải máy cao\n- chất lượng hình ảnh tốt.\n- Có thể chụp ảnh liên tục được\n- Hình ảnh rõ nét\n- Mẫu mã đẹp, trẻ trung năng động.\n,,,,,,,,,,,,,,,,,,
Thiết kế tương đối đẹp tuy hơi cồng kềnh, cốp xe rộng tiện để đồ, ưu điểm lớn nhất của xe này là tuy hơi to lớn cồng kềnh nhưng rất kiệm nhiên liệu, máy chạy êm, dàn áo cũng chắc chắn chạy ko nghe ồn\n,,,,,,,,,,,,,,,
xe chạy bốc, các nút bấm chắc chắn,nhiều mẫu mả lựa chọn\n,,,,,,,,,,,,,,,,,
Đẹp và tinh tế\n,,,,,,,,,,,,,,,,,,,
Camera Cookie GM360 được biết tới với tên gọi Viewty Snap ở thị trường châu Âu. Máy có kích thước 108 x 53,1 x 12 mm, đường nét giống Arena hay KM570 của LG trình làng trước đây, thiết bị này sở hữu màn hình 3 inch, độ phân giải 240 x 400 pixel, giao diện với các widget nâng cấp, màn hình Home động.\n\nTrang bị đáng chú ý nhất của Camera Cookie là máy ảnh 5 Megapixel, ống kính Schneider-Kreuznach hỗ trợ tự động canh nét và đèn flash LED. Đây là những tính năng được LG giới thiệu trên nhiều mẫu Viewty chụp ảnh trước đây. Ngoài ra, máy còn hỗ trợ quay phim QVGA.\n\nGiống nhiều mẫu di động cảm ứng giá thấp khác, Camera Viewty tích hợp các ứng dụng giải trí, đài FM với RDS. Màn hình Home của máy với bàn phím QWERTY ảo, nhận dạng chữ viết. Model này có giắc cắm tai nghe 3,5 mm, kết nối EDGE, Bluetooth 2.0 với A2DP hỗ trợ chơi nhạc qua tai nghe không dây.\n,,,,,
Máy đẹp, chụp ảnh camera trước hay sau đều đẹp. Mình đang dùng thì thấy nếu up lên Android 4 rồi thì sạc pin sẽ vào nhanh hơn và lâu hết pin hơn.\n,,,,,,,,,,,,,,,,,,
Hỗ trợ đèn flash, ngoại hình đẹp, nhiều rom cook tha hồ vọc, loa nghe hay và to, giá bi giờ là quá tốt cho ai muốn trải nghiệm......!\n,,,,,,,,,,,,,,,
máy chạy mát,kiểu dáng mọng nhỏ gọn\nthiết kế sang trọng,thương hiệu được uy tín cao,\nbàn phím nổi đánh dễ hơn\n,,,,,,,,,,,,,,,,
Bình thường,,,,,,,,,,,,,,,,,,,
mẫu mã đẹp, bắt mắt, cấu hình tốt, giá cả phù hợp\n,,,,,,,,,,,,,,,,
mẫu mã đẹp, giá rẻ\n,,,,,,,,,,,,,,,,,,
choj dc nhju game.wjfj tot\n,,,,,,,,,,,,,,,,,,,
màu sắc hiển thị tốt, cảm ứng nhạy, đa chức năng\n,,,,,,,,,,,,,,,,,
Nhỏ gọn,vừa tầm tay\nĐộ phân giải cao\nẢnh rõ nét\n,,,,,,,,,,,,,,,,,,
- Là loại máy chụp bán chuyên, phù hợp đi du lịch, gia đình hoặc những người mới tập tành\n- Zom quang khủng nhất hiện nay, 35x, phù hợp chụp ngoại cảnh, không gian rộng, chụp linh hoạt ở mọi góc độ\n- Màn hình LCD biến thiên có thể thoải mái thay đổi góc ngắm\n- Chụp nhanh, rõ, đẹp, sắc nét, độ phân giải cao, 14.1 megapixel\n- Quay phim HD chuẩn\nvà còn nhiều tính năng hấp dẫn khác\n,,,,,,,,
Máy chụp sắc nét ,ảnh đẹp rất thích hợp với thợ ảnh chuyên nghiệp\n,,,,,,,,,,,,,,,,,,
camera không bị lỗi, lướt web nhanh. thiết kế sang trọng\ncó 1 hệ thống ăng ten sóng mới hỗ trợ cả CDMA và GSM.\n,,,,,,,,,,,,,,,,,,
Màn hình lớn, màu sắc đẹp, độ phân giải cao\nBút cảm ứng S Pen nhạy\nCamera nhiều tùy chỉnh\nKhả năng thực thi rất tốt\nThời lượng pin tốt\n,,,,,,,,,,,,,,,,,
cảm ứng nhanh, nhạy, chụp hình không nét lắm, nghe nhạc ok\n,,,,,,,,,,,,,,,,
- cấu hình khủng : ram 2gb, rom 32gb , màn hình 4.7inch, hd, độ sắc nét 318ppi, cạnh tranh và thậm chí có phần nhỉnh hơn cả htc one x và lg google nexus 4.\n- kiểu dáng đẹp, cá tính mạnh, màn hình khá lớn nhưng k hề thô, ..\n- giá cả rất hợp lý\n,,,,,,,,,,,
gia tot\ndung HDH androi,moi co nhieu tro de voc\ncpu chay kha tot ko hay bi do may\n,,,,,,,,,,,,,,,,,,
thiết kế sang trọng\nkết cấu chắc chắn,\nbàn phím nhậy,\nkiểu dáng đẹp.\nmàu sắc đẹp\n,,,,,,,,,,,,,,,,,
Sự tuyệt vời của màn hình Samsung Galaxy S4 không chỉ dừng lại ở độ tưởng phản có một không hai và màu sắc quá thuyết phục như vậy, nó còn cung cấp một góc nhìn rộng kết hợp với mật độ điểm ảnh 441ppi làm màn hình trông như vẽ trên giấy, độ phản chiếu thấp cũng góp phần làm việc sử dụng chiếc điện thoại này ngoài trời tốt hơn.\n,,,,,,,,,,,,,,,,,
cảm ứng rất mượt\nứng dụng cũng rất thích khi đã cài trên máy\nmáy dc nâng cấp lên carla thời gian tới\nbước mới của symbian,\nlướt web, nghe nhac, chụp ảnh cũng k thể chê dc\n,,,,,,,,,,,,,,,,
5 điểm cho kiểu dáng\n4 điểm cho thương hiệu\ncamera khá tốt\n,,,,,,,,,,,,,,,,,,,
Cấu hình tốt,cảm ứng mượt\n,,,,,,,,,,,,,,,,,,
máy lenovo mới xuất hiện trên thị trường nhưng đả thu hút một lượng khách hàng khá đông đảo( sinh viên,người có thu nhập thấp).\nmáy giá mềm,độ bền cũng được.\ncấu hình máy tương đối nhưng rẻ hơn các dòng khác.\nmáy nhẹ dể mang di làm viêc.\n,,,,,,,,,,,,,,,,,
